record_id,media_id,media_title,user_id,user_rating
203,257,Christmas,676,5.0
204,127,The Godfather,409,4.0
205,12,The Usual Suspects,823,4.0
206,31,Rock`n Oyone,198,3.0
207,197,Hotsure ni Fureru,233,5.0
208,179,A Clockwork Orange,806,5.0
209,111,Mouretsu Pirates: Abyss of Hyperspace,540,4.0
210,1087,Bloodsport 2,731,1.0
211,3,Four Rooms,472,5.0
212,25,Bobby ni Kubittake,274,5.0
213,98,The Silence of the Lambs,850,1.0
214,1019,Strike Witches: 501 Butai Hasshin Shimasu!,487,5.0
215,11,Seven (Se7en),593,4.0
216,520,The Great Escape,346,5.0
217,1222,Judgment Night,896,2.0
218,132,Upin & Ipin dan Kawan-Kawan Musim 3,514,4.0
219,1135,The Doors,378,2.0
220,326,G.I. Jane,856,2.0
221,841,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,880,3.0
222,23,Taxi Driver,214,5.0
223,228,Mai Ge Chuanqi,890,4.0
224,55,1year,524,2.0
225,796,Final Fantasy VII: Advent Children Complete,472,4.0
226,82,Jurassic Park,347,5.0
227,820,Miss Monochrome: Music Clips,697,3.0
228,496,It's a Wonderful Life,622,4.0
229,64,The Shawshank Redemption,870,5.0
230,234,Jaws,638,4.0
231,172,Doraemon Movie 23: Nobita to Robot Kingdom,374,3.0
232,132,Upin & Ipin dan Kawan-Kawan Musim 3,864,5.0
233,307,Geomjeong Gomusin: Television Sadeon Nal,399,3.0
234,19,Yuusha Tokkyuu Might Gaine,537,4.0
235,162,Chengshi Yezhan Pai,734,3.0
236,13,Mighty Aphrodite,903,5.0
237,108,Kaeru Ouji to Imomushi Henry,747,4.0
238,455,Jackie Chan's First Strike,882,3.0
239,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,62,4.0
240,423,Tonggu Qi Yuan,130,5.0
241,82,Jurassic Park,254,4.0
242,208,Himeyuri no Tou,394,5.0
243,771,Kanojo to Kanojo no Neko: Everything Flows,653,2.0
244,332,Kiss the Girls,663,4.0
245,1395,Deca-Dence: Install,206,1.0
246,1013,Anaconda,666,3.0
247,171,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,397,5.0
248,386,Addams Family Values,262,3.0
249,568,Speed,28,4.0
250,771,Kanojo to Kanojo no Neko: Everything Flows,450,3.0
251,118,Di Gi Charat Tsuyu Specials,396,4.0
252,210,Indiana Jones and the Last Crusade,543,3.0
253,235,Mars Attacks!,256,3.0
254,511,Lawrence of Arabia,889,4.0
255,274,Pia Carrot e Youkoso!! 2 DX,456,3.0
256,29,Pokemon Movie 03: Kesshoutou no Teiou Entei PV,881,2.0
257,324,Saiunkoku Monogatari Soushuuhen,936,5.0
258,163,Pao Fu Xiaojie,395,5.0
259,900,Kundun,13,5.0
260,605,Kangetsu Ittou: Akuryou Kiri,524,1.0
261,142,City Hunter Special: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,276,3.0
262,603,Rear Window,864,4.0
263,25,Bobby ni Kubittake,933,2.0
264,423,Tonggu Qi Yuan,913,3.0
265,135,Qise Zhanji,305,3.0
266,866,Mugen no Kyoukai,549,4.0
267,283,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,243,3.0
268,137,Big Night,581,5.0
269,48,Sumikko Gurashi Movie: Tobidasu Ehon to Himitsu no Ko,73,2.0
270,182,GoodFellas,667,5.0
271,236,Citizen Ruth,894,4.0
272,135,Qise Zhanji,645,5.0
273,50,Star Wars,325,5.0
274,747,Benny & Joon,727,2.0
275,82,Jurassic Park,881,5.0
276,365,New Big Head Son and Little Head Dad Season 3,790,4.0
277,1217,Assassins,682,3.0
278,192,Meiji Tokyo Renka Movie: Yumihari no Serenade,641,4.0
279,159,Basic Instinct,303,3.0
280,380,Star Trek: Generations,378,3.0
281,8,Babe,679,2.0
282,200,Dragon Egg,881,2.0
283,269,The Full Monty,790,3.0
284,21,Shuten Douji,307,4.0
285,550,Stereo,562,4.0
286,1022,Kuaile Peng Chacha Zhi Guo Cha Cunzhuang De Mimi,574,2.0
287,328,Conspiracy Theory,3,5.0
288,1197,Zhongdian Fuzi,411,4.0
289,946,The Fox and the Hound,340,5.0
290,591,Han Solo/Star Wars Story,733,3.0
291,505,Oren no yurai,716,4.0
292,216,When Harry Met Sally...,504,4.0
293,33,Desperado,805,5.0
294,222,Star Trek: First Contact,501,4.0
295,479,Vertigo,326,5.0
296,504,Bonnie and Clyde,31,5.0
297,201,RoboDz,268,3.0
298,100,Fargo,792,4.0
299,502,Healin' Good Precure Movie: Yume no Machi de Kyun! tto GoGo! Dai Henshin!!,406,1.0
300,86,Greek Roman Sinhwa: Olympus Guardian (Movie),565,5.0
301,928,The Craft,234,2.0
302,77,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,664,3.0
303,135,Qise Zhanji,387,5.0
304,98,The Silence of the Lambs,228,3.0
305,73,Maverick,541,4.0
306,22,Shitamachi Alien PapiPipiPupi,110,4.0
307,1227,An Awfully Big Adventure,861,4.0
308,544,Things to Do in Denver when You're Dead,293,3.0
309,232,Young Guns,715,4.0
310,456,Beverly Hills Ninja,159,3.0
311,871,Vegas Vacation,533,2.0
312,173,The Princess Bride,326,5.0
313,1139,Cheng Cheng Xue Falu Zhi Xiaofang Pian,417,3.0
314,135,Qise Zhanji,1,4.0
315,662,Bartender,871,3.0
316,230,Sanguo Yanyi 2nd Season: Zhulu Zhongyuan,766,3.0
317,862,Jingle All the Way,653,2.0
318,281,The River Wild,548,4.0
319,462,Like Water For Chocolate (Como agua para chocolate),338,4.0
320,28,Apollo 13,389,4.0
321,32,Shigeru,567,5.0
322,4,Get Shorty,466,3.0
323,251,Shall We Dance?,286,5.0
324,321,Mother,488,3.0
325,829,Bakuten!! Movie,119,5.0
326,233,Under Siege,506,4.0
327,527,Sangatsu no Lion: Zenhan Soushuuhen,643,3.0
328,241,Arigato Thank You,354,3.0
329,92,True Romance,450,4.0
330,695,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou,221,4.0
331,318,Schindler's List,468,5.0
332,184,For Campanella,216,4.0
333,287,Miraijin Go Home,303,4.0
334,546,Touhou PVD 4,94,3.0
335,237,Orchid and Emblem,917,5.0
336,210,Indiana Jones and the Last Crusade,600,4.0
337,623,Angels in the Outfield,234,2.0
338,159,Basic Instinct,372,5.0
339,930,Chain Reaction,546,5.0
340,494,His Girl Friday,870,3.0
341,288,Scream,463,1.0
342,1046,Zenbu Wakatteru,130,4.0
343,219,Ji Jia Dashi,943,4.0
344,275,Sense and Sensibility,770,5.0
345,182,GoodFellas,402,5.0
346,234,Jaws,345,4.0
347,151,Bokura no Saibanin Monogatari,756,4.0
348,88,Sleepless in Seattle,314,5.0
349,163,Pao Fu Xiaojie,22,1.0
350,520,The Great Escape,326,5.0
351,97,Soukou Kihei Votoms: Sunsa,504,4.0
352,210,Indiana Jones and the Last Crusade,638,4.0
353,675,He Ni'er De Richang 2nd Season Special,363,3.0
354,737,Climbing,44,1.0
355,705,Ryoukan-san,670,5.0
356,20,Angels and Insects,936,5.0
357,151,Bokura no Saibanin Monogatari,308,4.0
358,206,Akira,268,3.0
359,174,Hana no Asuka Gumi!,332,5.0
360,8,Babe,253,4.0
361,100,Fargo,388,3.0
362,896,The Sweet Hereafter,656,5.0
363,436,An American Werewolf in London,407,3.0
364,1315,Inventing the Abbotts,599,4.0
365,257,Christmas,223,4.0
366,511,Lawrence of Arabia,10,4.0
367,222,Star Trek: First Contact,738,4.0
368,432,Line,406,5.0
369,90,So I Married an Axe Murderer,659,2.0
370,739,Kuroko no Baske (2015): NG-shuu,346,3.0
371,380,Star Trek: Generations,807,4.0
372,100,Fargo,891,5.0
373,310,Harumaki Gohan: Yakusoku (vocal ver.),119,5.0
374,514,Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,488,2.0
375,458,Nixon,548,3.0
376,879,Urikupen Kyuujo-tai,90,3.0
377,473,Alice in City Roaming,363,4.0
378,521,The Deer Hunter,929,5.0
379,928,The Craft,650,2.0
380,428,Shinkai no Survival!,660,4.0
381,73,Maverick,59,4.0
382,216,When Harry Met Sally...,315,4.0
383,473,Alice in City Roaming,348,3.0
384,282,B: The Beginning Succession,910,3.0
385,813,Black Channel,192,4.0
386,1305,Sokkuri Oyako,279,4.0
387,717,Na Nian Na Tu Naxie Shi season2,458,1.0
388,276,Leaving Las Vegas,119,2.0
389,1520,Nazotoki-hime wa Meitantei,314,3.0
390,214,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,222,4.0
391,195,The Terminator,660,4.0
392,704,The House of the Spirits,524,4.0
393,1155,Rendezvous in Paris (Les Rendez-vous de Paris),76,2.0
394,755,Jumanji,751,4.0
395,328,Conspiracy Theory,689,5.0
396,64,The Shawshank Redemption,533,5.0
397,334,Love Nights! A.D,301,3.0
398,380,Star Trek: Generations,881,4.0
399,993,Ashita no Joe (Movie),290,4.0
400,449,Usagi no Mofy (TV),746,1.0
401,151,Bokura no Saibanin Monogatari,938,4.0
402,192,Meiji Tokyo Renka Movie: Yumihari no Serenade,493,3.0
403,15,Yasai no Yousei: Quiz Gekijou,16,5.0
404,274,Pia Carrot e Youkoso!! 2 DX,718,3.0
405,218,Go to the Top,416,3.0
406,79,The Fugitive,826,4.0
407,462,Like Water For Chocolate (Como agua para chocolate),504,4.0
408,122,The Cable Guy,793,3.0
409,14,Angel's Feather,409,5.0
410,655,Don Pepe no Uta,868,4.0
411,118,Di Gi Charat Tsuyu Specials,749,3.0
412,145,Lupin III (2015) Specials,246,1.0
413,173,The Princess Bride,334,4.0
414,843,The Shaggy Dog,478,5.0
415,379,Xiagu Zhong An Zu 2nd Season,586,4.0
416,319,Everyone Says I Love You,655,3.0
417,547,Kakashi Anbu Hen: Yami wo Ikiru Shinobu,857,3.0
418,344,Haidao Jingling,841,3.0
419,22,Shitamachi Alien PapiPipiPupi,536,5.0
420,925,Unforgettable,493,3.0
421,339,Fragtime,863,3.0
422,258,Love Bitch: Yasashii Onna,862,5.0
423,183,Persona 3 The Movie,435,5.0
424,219,Ji Jia Dashi,653,1.0
425,246,Chasing Amy,334,4.0
426,685,Executive Decision,303,1.0
427,1048,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi - Tenmei-hen,796,2.0
428,1019,Strike Witches: 501 Butai Hasshin Shimasu!,567,5.0
429,371,The Bridges of Madison County,343,2.0
430,175,Brazil,10,3.0
431,9,Chaos;Child: Chaos;Head,761,2.0
432,281,The River Wild,881,3.0
433,806,Jixiang Baobao season4,493,3.0
434,313,Kisaku Spirit,327,4.0
435,300,Air Force One,49,1.0
436,748,The Saint,377,4.0
437,155,Dirty Dancing,222,4.0
438,3,Four Rooms,663,4.0
439,523,Noragami OVA,746,3.0
440,284,Black Christmas,733,2.0
441,625,"Suisei no Gargantia: Meguru Kouro, Haruka",178,3.0
442,172,Doraemon Movie 23: Nobita to Robot Kingdom,295,4.0
443,463,The Secret of Roan Inish,142,3.0
444,291,Kemono no Souja Erin,792,2.0
445,331,The Edge,920,3.0
446,62,Wan Jie Du Zun,788,3.0
447,1047,Viper GTS,68,1.0
448,22,Shitamachi Alien PapiPipiPupi,286,4.0
449,1033,Skate-Leading Stars,648,2.0
450,289,Evita,683,4.0
451,514,Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,615,5.0
452,238,Raising Arizona,373,4.0
453,111,Mouretsu Pirates: Abyss of Hyperspace,629,5.0
454,518,Miller's Crossing,478,4.0
455,169,Beam!,279,5.0
456,932,First Kid,749,3.0
457,768,Casper,495,3.0
458,262,Mah: Kazami Tori,860,4.0
459,289,Evita,904,5.0
460,191,Shikoyaka Naru Toki mo Hameru Toki mo,868,3.0
461,806,Jixiang Baobao season4,65,4.0
462,184,For Campanella,622,5.0
463,28,Apollo 13,374,5.0
464,176,Aliens,506,5.0
465,1277,Son Gokuu War and the Stars,328,3.0
466,432,Line,437,3.0
467,984,Anime Rakugo Kan,181,1.0
468,258,Love Bitch: Yasashii Onna,448,4.0
469,114,Wallace & Gromit: The Best of Aardman Animation,711,5.0
470,135,Qise Zhanji,10,5.0
471,307,Geomjeong Gomusin: Television Sadeon Nal,509,2.0
472,1208,Kiss of Death,135,3.0
473,307,Geomjeong Gomusin: Television Sadeon Nal,782,4.0
474,588,Beauty and the Beast,23,4.0
475,118,Di Gi Charat Tsuyu Specials,807,4.0
476,441,The Amityville Horror,368,3.0
477,301,Koshiore Tsubame,319,4.0
478,299,Sen no Hana Sen no Sora,557,4.0
479,479,Vertigo,312,5.0
480,676,Sasurai-kun,648,2.0
481,40,"To Wong Foo, Thanks for Everything! Julie Newmar",561,2.0
482,209,This Is Spinal Tap,295,5.0
483,1074,Reality Bites,790,3.0
484,193,Lodoss-tou Senki,778,4.0
485,1287,Ed,851,1.0
486,1007,Waiting for Guffman,675,4.0
487,215,Kimagure Robot,295,5.0
488,1021,Ranma 1/2,312,3.0
489,411,The Nutty Professor,378,3.0
490,423,Tonggu Qi Yuan,805,1.0
491,1196,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,655,3.0
492,699,Little Women,328,4.0
493,300,Air Force One,39,3.0
494,501,Shingetsutan Tsukihime,712,3.0
495,288,Scream,13,1.0
496,381,Owari no Seraph,5,1.0
497,81,The Hudsucker Proxy,73,5.0
498,663,Being There,271,4.0
499,418,Cinderella,92,3.0
500,1254,Kaze Guruma,528,3.0
501,121,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,293,3.0
502,692,The American President,883,3.0
503,642,The Grifters,59,5.0
504,25,Bobby ni Kubittake,630,2.0
505,742,Ransom,703,3.0
506,452,Jaws 2,896,3.0
507,879,Urikupen Kyuujo-tai,416,3.0
508,155,Dirty Dancing,303,3.0
509,435,Butch Cassidy and the Sundance Kid,613,5.0
510,742,Ransom,442,3.0
511,878,mock,506,3.0
512,696,City Hall,764,3.0
513,109,Mystery Science Theater 3000: The Movie,244,4.0
514,629,Victor/Victoria,655,3.0
515,138,Bai Bian Xiao Ba,246,1.0
516,340,Mobile Suit SD Gundam Mk II,324,5.0
517,1401,M. Butterfly,435,4.0
518,51,Congming Chongwu Dan Xue Shuxue,790,3.0
519,112,The Idolmaster Cinderella Girls: Starlight Stage 5 Shuunen Kinen - Go Just Go!,254,2.0
520,141,Gramias Circus Show,642,4.0
521,475,Trainspotting,68,5.0
522,237,Orchid and Emblem,201,4.0
523,62,Wan Jie Du Zun,922,3.0
524,286,Taegeugsonyeon Huin Dogsuli,500,1.0
525,515,Das Boot,201,5.0
526,739,Kuroko no Baske (2015): NG-shuu,524,2.0
527,432,Line,795,3.0
528,1142,When We Were Kings,303,4.0
529,202,Groundhog Day,233,5.0
530,490,To Catch a Thief,698,3.0
531,588,Beauty and the Beast,757,3.0
532,48,Sumikko Gurashi Movie: Tobidasu Ehon to Himitsu no Ko,741,4.0
533,258,Love Bitch: Yasashii Onna,79,5.0
534,528,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,693,1.0
535,288,Scream,938,5.0
536,222,Star Trek: First Contact,887,3.0
537,81,The Hudsucker Proxy,436,3.0
538,204,Spice and Wolf VR,666,3.0
539,378,Miracle on 34th Street,65,5.0
540,326,G.I. Jane,909,4.0
541,313,Kisaku Spirit,356,5.0
542,639,Fanta Jiisan no Uta,90,5.0
543,628,Sleepers,435,5.0
544,190,Henry V,488,5.0
545,191,Shikoyaka Naru Toki mo Hameru Toki mo,786,4.0
546,1410,"Last Night, Good Night (Re:Dialed)",682,3.0
547,92,True Romance,629,4.0
548,321,Mother,672,4.0
549,408,Juushin Liger,292,4.0
550,100,Fargo,41,4.0
551,1053,Now and Then,711,4.0
552,662,Bartender,921,4.0
553,523,Noragami OVA,883,5.0
554,565,Baymax and Mochi,7,4.0
555,830,Power 98,13,1.0
556,608,Zhuang Zai Koudai Li De Baba,758,5.0
557,1126,Tsunagaru Animal,406,3.0
558,775,Tiger Mask (Movie),655,2.0
559,950,Eiga Enzetsu: Seiji no Rinrika Gotou Shinpei 1926,463,3.0
560,441,The Amityville Horror,5,1.0
561,491,Menghuan Zhen 4,230,3.0
562,521,The Deer Hunter,533,3.0
563,393,Jo Uta,318,5.0
564,657,Orientation,804,4.0
565,126,The Spitfire Grill,594,3.0
566,1051,The Associate,336,2.0
567,181,Jigoku de Naze Warui,217,1.0
568,66,While You Were Sleeping,208,4.0
569,475,Trainspotting,339,5.0
570,507,A Streetcar Named Desire,608,3.0
571,170,Friends: Mononoke Shima no Naki,380,4.0
572,151,Bokura no Saibanin Monogatari,916,3.0
573,826,Qi Niu Nan Xia,717,2.0
574,1311,Waiting to Exhale,450,4.0
575,405,Itsudatte My Santa!,89,3.0
576,1,Toy Story,117,4.0
577,747,Benny & Joon,354,2.0
578,286,Taegeugsonyeon Huin Dogsuli,60,5.0
579,449,Usagi no Mofy (TV),622,2.0
580,8,Babe,7,5.0
581,476,The First Wives Club,533,2.0
582,782,Youkoso! Ecolo Shima,592,2.0
583,227,Space Cobra Pilot,705,4.0
584,559,Samurai Deeper Kyou,727,2.0
585,229,Sprite: Between Two Worlds,738,3.0
586,191,Shikoyaka Naru Toki mo Hameru Toki mo,401,4.0
587,387,Hitotsu no Hana,89,5.0
588,797,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,217,4.0
589,506,Rebel Without a Cause,618,4.0
590,218,Go to the Top,363,2.0
591,1315,Inventing the Abbotts,525,4.0
592,679,Conan the Barbarian,279,4.0
593,40,"To Wong Foo, Thanks for Everything! Julie Newmar",234,2.0
594,472,Dragonheart,751,2.0
595,289,Evita,874,4.0
596,928,The Craft,109,3.0
597,140,Maid of the Dead,864,3.0
598,257,Christmas,840,3.0
599,24,Rumble in the Bronx,310,4.0
600,94,Breaking the Habit,453,4.0
601,111,Mouretsu Pirates: Abyss of Hyperspace,779,4.0
602,315,ROXY x Masanobu Featuring Stephanie Gilmore,919,3.0
603,229,Sprite: Between Two Worlds,215,3.0
604,98,The Silence of the Lambs,405,4.0
605,323,Planetarium Pokemon: Aurora kara no Message,687,2.0
606,134,Mori no Densetsu,650,5.0
607,182,GoodFellas,10,5.0
608,1033,Skate-Leading Stars,642,3.0
609,269,The Full Monty,319,3.0
610,654,Chinatown,875,4.0
611,1283,Out to Sea,145,1.0
612,566,Goro-chan,42,5.0
613,150,Swingers,456,4.0
614,428,Shinkai no Survival!,911,4.0
615,223,Gen Hoshino: Sarashimono,561,4.0
616,47,Wo Qi Ku Liao Baiwan Xiulian Zhe,476,3.0
617,431,Weiqi Shaonian 2,178,4.0
618,323,Planetarium Pokemon: Aurora kara no Message,883,5.0
619,211,M*A*S*H,543,4.0
620,216,When Harry Met Sally...,878,4.0
621,128,GS Mikami: Gokuraku Daisakusen!!,301,5.0
622,122,The Cable Guy,774,1.0
623,1047,Viper GTS,145,3.0
624,161,Top Gun,918,1.0
625,663,Being There,537,3.0
626,127,The Godfather,422,4.0
627,245,The Devil's Own,594,3.0
628,496,It's a Wonderful Life,263,5.0
